projects/E3/out/E3.elf:1a000300 00000010 t keys_ButtonError
projects/E3/out/E3.elf:1a000310 00000018 t buttonPressed
projects/E3/out/E3.elf:1a000328 00000044 t buttonReleased
projects/E3/out/E3.elf:100000ac 00000001 b debugPrint
projects/E3/out/E3.elf:100000b0 00000004 b heap_end.5864
projects/E3/out/E3.elf:100000b8 00002000 b ucHeap
projects/E3/out/E3.elf:100000b4 00000004 b pucAlignedHeap.11512
projects/E3/out/E3.elf:100020b8 00000004 b xNextFreeByte
projects/E3/out/E3.elf:1a000736 0000001e t prvIsQueueFull
projects/E3/out/E3.elf:1a000754 0000001a t prvIsQueueEmpty
projects/E3/out/E3.elf:1a00076e 00000076 t prvCopyDataToQueue
projects/E3/out/E3.elf:1a0007e4 00000024 t prvCopyDataFromQueue
projects/E3/out/E3.elf:1a000808 0000006e t prvUnlockQueue
projects/E3/out/E3.elf:1a0008fc 00000022 t prvInitialiseNewQueue
projects/E3/out/E3.elf:1a000e80 0000002c t prvResetNextTaskUnblockTime
projects/E3/out/E3.elf:1a000eac 00000012 t prvDeleteTCB
projects/E3/out/E3.elf:1a000ebe 00000090 t prvInitialiseNewTask
projects/E3/out/E3.elf:1a000f50 00000068 t prvInitialiseTaskLists
projects/E3/out/E3.elf:1a000fb8 000000ac t prvAddNewTaskToReadyList
projects/E3/out/E3.elf:1a001064 0000004c t prvCheckTasksWaitingTermination
projects/E3/out/E3.elf:1a0010b0 00000028 t prvIdleTask
projects/E3/out/E3.elf:1a0010d8 00000098 t prvAddCurrentTaskToDelayedList
projects/E3/out/E3.elf:100020c0 00000004 b pxDelayedTaskList
projects/E3/out/E3.elf:100020c4 00000004 b pxOverflowDelayedTaskList
projects/E3/out/E3.elf:100020c8 0000008c b pxReadyTasksLists
projects/E3/out/E3.elf:10002154 00000004 b uxCurrentNumberOfTasks
projects/E3/out/E3.elf:10002158 00000004 b uxDeletedTasksWaitingCleanUp
projects/E3/out/E3.elf:1000215c 00000004 b uxPendedTicks
projects/E3/out/E3.elf:10002160 00000004 b uxSchedulerSuspended
projects/E3/out/E3.elf:10002164 00000004 b uxTaskNumber
projects/E3/out/E3.elf:10002168 00000004 b uxTopReadyPriority
projects/E3/out/E3.elf:1000216c 00000014 b xDelayedTaskList1
projects/E3/out/E3.elf:10002180 00000014 b xDelayedTaskList2
projects/E3/out/E3.elf:10002194 00000004 b xIdleTaskHandle
projects/E3/out/E3.elf:10002198 00000004 b xNextTaskUnblockTime
projects/E3/out/E3.elf:1000219c 00000004 b xNumOfOverflows
projects/E3/out/E3.elf:100021a0 00000014 b xPendingReadyList
projects/E3/out/E3.elf:100021b4 00000004 b xSchedulerRunning
projects/E3/out/E3.elf:100021b8 00000014 b xSuspendedTaskList
projects/E3/out/E3.elf:100021cc 00000014 b xTasksWaitingTermination
projects/E3/out/E3.elf:100021e0 00000004 b xTickCount
projects/E3/out/E3.elf:100021e4 00000004 b xYieldPending
projects/E3/out/E3.elf:1a0018b4 00000020 t prvGetNextExpireTime
projects/E3/out/E3.elf:1a0018d4 00000048 t prvInsertTimerInActiveList
projects/E3/out/E3.elf:1a00191c 0000005c t prvCheckForValidListAndQueue
projects/E3/out/E3.elf:1a001ca0 00000016 t prvTimerTask
projects/E3/out/E3.elf:1a001a34 00000078 t prvSwitchTimerLists
projects/E3/out/E3.elf:1a001aac 0000002c t prvSampleTimeNow
projects/E3/out/E3.elf:1a001ad8 00000060 t prvProcessExpiredTimer
projects/E3/out/E3.elf:1a001b38 00000074 t prvProcessTimerOrBlockTask
projects/E3/out/E3.elf:1a001bac 000000f4 t prvProcessReceivedCommands
projects/E3/out/E3.elf:100021e8 00000004 b pxCurrentTimerList
projects/E3/out/E3.elf:100021ec 00000004 b pxOverflowTimerList
projects/E3/out/E3.elf:100021f0 00000014 b xActiveTimerList1
projects/E3/out/E3.elf:10002204 00000014 b xActiveTimerList2
projects/E3/out/E3.elf:10002218 00000004 b xLastTime.11818
projects/E3/out/E3.elf:1000221c 00000004 b xTimerQueue
projects/E3/out/E3.elf:10002220 00000004 b xTimerTaskHandle
projects/E3/out/E3.elf:1a001cb8 00000040 t prvTaskExitError
projects/E3/out/E3.elf:1a001cf8 00000022 t prvPortStartFirstTask
projects/E3/out/E3.elf:1a001d20 0000000e t vPortEnableVFP
projects/E3/out/E3.elf:1a001d80 t pxCurrentTCBConst2
projects/E3/out/E3.elf:1a001e60 t pxCurrentTCBConst
projects/E3/out/E3.elf:10002224 00000001 b ucMaxSysCallPriority
projects/E3/out/E3.elf:10002228 00000004 b ulMaxPRIGROUPValue
projects/E3/out/E3.elf:10000008 00000004 d uxCriticalNesting
projects/E3/out/E3.elf:1a002034 00000044 t Board_LED_Init
projects/E3/out/E3.elf:1a002078 00000040 t Board_TEC_Init
projects/E3/out/E3.elf:1a0020b8 00000040 t Board_GPIO_Init
projects/E3/out/E3.elf:1a0020f8 00000030 t Board_ADC_Init
projects/E3/out/E3.elf:1a002128 00000038 t Board_SPI_Init
projects/E3/out/E3.elf:1a002160 00000024 t Board_I2C_Init
projects/E3/out/E3.elf:1a00452c 00000008 t GpioButtons
